site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
,,,,,,,,,,,,,,,,,,,
"Site Of 53-61 Tweedale Street, Rochdale",,,2017-11-29,,0.04,6,6,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0483,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0483
"Former Council Depot, Off Schofield Street, Littleborough",,,2017-11-29,,0.33,13,13,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0551,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0551
"Mechplant, Off Schofield Street, Littleborough",,,2017-11-29,,0.43,17,17,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0559,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0559
"Land Off Durn Street, Durn, Litleborough",,,2017-11-29,,0.58,23,23,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0569,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0569
"Darnhill School Site (Half), Sutherland Road, Heywood",,,2017-11-29,,0.48,19,19,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0591,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0591
"Ealees Area Of Opportunity, Littleborough",,,2017-11-29,,1.24,20,20,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0594,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0594
"Iversons Building, Drake Street, Rochdale",,,2017-11-29,,0.04,12,12,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0596,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0596
"High Birch School, Bolton Road, Rochdale",,,2017-11-29,,0.61,24,24,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0597,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0597
"Wardle Mill, Knowl Syke Street, Rochdale",,,2017-11-29,,0.95,29,29,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0606,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0606
"New Ladyhouse Mill, Off Stone Street, Milnrow",,,2017-11-29,,0.84,34,34,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0610,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0610
"Dale Mill / Arkwright Mill, Roch Street, Rochdale",,,2017-11-29,,1.82,74,74,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0620,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0620
"Land At Worcester Street, Stoneyfield, Rochdale",,,2017-11-29,,0.38,15,15,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0641,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0641
"Site Of Process Plastics, Norwich Street, Rochdale",,,2017-11-29,,1.67,67,67,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0660,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0660
"Land Off Glen Grove / Wade Street, Middleton Junction, Middleton",,,2017-11-29,,1.05,41,41,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0666,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0666
"Mutual Mills (1&2), Mutual Street, Heywood",,,2017-11-29,,1.18,240,240,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0677,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0677
"Dene Works, Edgar Street, Smallbridge",,,2017-11-29,,0.23,21,21,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0827,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0827
"Former Oakenrod School And Land At Bridgefield Street, Rochdale",,,2017-11-29,,1.58,65,65,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0893,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0893
"Land At Moss Terrace / Bilberry Street, Rochdale",,,2017-11-29,,0.06,5,5,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0899,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0899
"Norden Fire Station Edenfield Road, Roch",,,2017-11-29,,0.07,5,5,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0902,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0902
"Bamford Squash, Bamford Road, Heywood",,,2017-11-29,,1.06,42,42,,local-authority-eng:RCH,not owned by a public authority,,,Not Permissioned,,,SH 0911,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0911
The Acres Wentworth Close Middleton,,,2017-11-29,,0.05,8,8,,local-authority-eng:RCH,,,,Not Permissioned,,,SH 0991,,2017-11-29,brownfield-land/local-authority-eng/RCH/SH-0991
